Column,BRAND,REVENUE,UNITS_MOVED
298,BELA SEAFOOD,$83.76,24.00
2869,RIESEN,$83.72,28.00
2453,OLE MEXICAN,$83.52,38.00
2553,PEACE TEA,$83.40,60.00
156,ARMALY,$83.33,27.00
2529,PARIS PRINTWORKS,$83.20,10.00
2537,PARODONTAX,$83.08,12.00
3437,TIME DISTRIBUTION SERVICES,$82.94,6.00
2539,PARTY ESSENTIALS,$82.94,26.00
2726,PURE BLENDS,$82.90,18.00
2307,NATURAL AMERICAN SPIRIT,$82.68,12.00
2623,PILLARS,$82.50,33.00
1110,EPIC,$82.39,11.00
447,BRAUN,$82.37,3.00
2818,RED BIRD,$82.11,69.00
792,CONCEIVED BY NATURE,$81.99,11.00
3211,STAGS LEAP WINE CELLARS,$81.99,1.00
1507,HEALTH VALLEY,$81.18,22.00
1074,EDUCATED GUESS,$80.97,3.00
2548,PAULANER,$80.91,9.00
3470,TOTAL,$80.80,20.00
3383,THAT'S TASTY,$80.79,12.00
2389,NORTH COAST,$80.73,27.00
1554,HOGS HEAVEN,$80.73,27.00
2345,NESTLE NESQUIK,$80.68,20.00
167,ARTISAN TROPIC,$80.27,23.00
3119,SLEDGEHAMMER,$79.96,4.00
912,DARENBERG,$79.96,4.00
288,BED HEAD,$79.95,5.00
36,ABBYS BETTER,$79.92,8.00
2450,OLDE HICKORY,$79.92,8.00
2816,RED APPLE CHEESE,$79.90,10.00
3236,STERLING,$79.90,10.00
2316,NATURE S REWARD,$79.84,16.00
1670,JENKINS,$79.68,32.00
751,CLR,$79.62,14.00
3327,SWHEAT SCOOP,$79.54,6.00
2211,MONK FRUIT IN THE RAW,$79.40,20.00
3050,SHAKE & BAKE,$79.27,23.00
239,BANTAM,$79.04,16.00
2008,LOTUS FOODS,$78.95,37.00
2040,M AND M,$78.83,13.00
263,BASE CULTURE,$78.80,8.00
915,DARRELL LEA,$78.36,24.00
2364,NEXCARE,$78.19,21.00
1455,GROTH VINEYARD,$77.99,1.00
1485,HANNAH'S,$77.94,6.00
2870,RIGHT GUARD,$77.89,17.00
1953,LEVER 2000,$77.48,12.00
1484,HANKS,$77.48,52.00
3386,THAYERS,$77.43,7.00
2483,CARRINGTON FARMS,$77.12,48.00
616,CASTELLO DI GABBIANO,$76.93,7.00
3580,VERMONT,$76.89,11.00
1590,HOUSE WINE,$76.89,11.00
3447,TOASTEM,$76.25,61.00
2871,RING POP,$75.99,51.00
1920,LAS ROCAS,$75.96,4.00
1558,HOLTEN,$75.96,4.00
2134,MERF,$75.96,4.00
1942,LEGAL REMEDY BREWING,$75.94,6.00
1491,HAPPY CHAMELEON,$75.81,19.00
497,BUDGET SAVER,$75.81,19.00
1016,DREAM WHIP,$75.81,19.00
2243,MR BUBBLE,$75.61,19.00
2984,SCALES,$75.48,12.00
2598,PET ZONE,$75.27,13.00
1376,GLORIA FERRER,$74.97,3.00
1512,HEAT LOCKERS,$74.95,5.00
1125,EVE,$74.95,5.00
1575,HORMEL BLACK LABEL,$74.95,5.00
651,CHAMPIGNON,$74.90,10.00
879,CULINARY ELEMENTS,$74.85,15.00
1452,GREENFIELD NATURAL MEAT,$74.85,15.00
3268,SUAVITEL,$74.18,12.00
3040,SENOKOT,$74.15,5.00
1610,ICY HOT,$74.10,12.00
3627,WALDEN FARMS,$74.10,16.00
2988,SCHICK HYDRO,$73.95,5.00
3696,WISE MAN BREWING,$73.94,6.00
3179,SOUTHERN DEVIL,$73.90,10.00
2978,SAVANNAH BEE,$73.89,11.00
1048,DURN GOOD,$73.80,20.00
2241,MR & MRS T,$73.73,27.00
3336,SPARKLING OH,$73.71,39.00
1759,KEEBLER SIMPLY MADE,$73.57,19.00
2797,RAISINETS,$73.29,27.00
2514,PALMER,$73.01,49.00
1210,FLORIOGRAPHY,$72.95,5.00
3090,SIMPLY ASIA,$72.82,18.00
39,ABUELITA,$72.78,20.00
1337,GERBER NUK,$72.63,15.00
2846,REGINA,$72.63,27.00
32,A+D,$72.61,15.00
2387,NORMS FARMS,$72.49,11.00
2168,MILANI,$72.45,7.00
1037,DUM DUMS,$72.38,22.00
151,ARGYLE,$71.98,2.00
3683,WILD HORSE,$71.97,3.00
1025,DRY CREEK,$71.96,4.00
1131,EVIL TWIN BREWING,$71.94,6.00
1625,INTERNATIONAL CI,$71.91,9.00
129,ANNA,$71.82,18.00
1851,KODIAK,$71.78,34.00
678,CHEEZ IT,$71.76,24.00
1652,JACOBS,$71.28,42.00
3722,XYZAL,$71.22,6.00
1483,HANDI-SNACKS,$71.21,19.00
1856,KOOL,$70.95,11.00
709,CHOSEN FOODS,$70.94,6.00
3125,SMART MOUTH,$70.24,6.00
1561,HOMEPLATE,$70.11,19.00
1608,ICONIC,$70.05,15.00
440,BRACHS STAR BRITES,$70.02,18.00
2888,ROEDERER ESTATE,$69.98,2.00
393,BODUM,$69.97,3.00
3388,THE BEACH HOUSE,$69.95,5.00
2655,POMELO,$69.95,5.00
379,BLUEPRINT,$69.95,5.00
3028,SEATTLE CIDER,$69.93,7.00
2305,NATTY GREENES,$69.93,7.00
3419,THINKTHIN,$69.91,11.00
3439,TINACTIN,$69.90,8.00
2064,MANITOBA HARVEST,$69.90,10.00
352,BLACK JEWELL,$69.90,10.00
60,AIR SCENSE,$69.90,10.00
139,APPLE AND EVE,$69.80,20.00
948,DERMA E,$69.74,6.00
2750,PURINA MIGHTY DOG,$69.70,82.00
2343,NESTLE LA LECHERA,$69.26,24.00
1899,LA TOURANGELLE,$68.94,6.00
2965,SANTA FE NATURAL TOBACCO CO,$68.90,10.00
43,ACE BAKERY,$68.83,17.00
2271,MURINE,$68.67,9.00
578,CARDINIS,$68.24,16.00
1276,FULL CIRCLE,$68.00,10.00
1560,HOMEGROWN ORGANIC FARMS,$67.97,13.62
2187,MIONETTO,$67.96,4.00
45,ACROBAT,$67.96,4.00
2903,ROSE ALL DAY,$67.95,5.00
1984,LITTLE DEBBIE CHERRY CORDIALS,$67.89,31.00
3628,WALKER & SONS,$67.83,17.00
871,CRUNCHY ROLLERS,$67.83,17.00
1997,LOMA LINDA BLUE,$67.81,19.00
166,ARTHRITEN,$67.41,9.00
3116,SKOAL,$67.08,12.00
1933,LEA AND PERRINS,$66.97,15.00
2544,PATAGONIA,$66.94,6.00
3062,SHOEBOX,$66.82,18.00
271,BAUSCH & LOMB,$66.64,12.00
953,DESITIN,$66.61,11.00
301,BELLA PORTOFINO,$66.50,29.00
3011,SCRIPTURE CANDY,$66.47,23.00
2897,ROMANOS MACARONI GRILL,$66.42,18.00
2191,MIRAVAL,$65.98,2.00
2718,PUERTO VIEJO,$65.94,6.00
1379,GLUCERNA,$65.94,6.00
2980,SAVE ME SAN FRANCISCO,$65.94,6.00
1637,ITHACA,$65.94,6.00
3060,SHO CHIKU BAI,$65.93,7.00
1471,HACHETTE MAGAZINES,$65.90,10.00
883,CURLYS,$65.88,12.00
2498,OUT OF AFRICA,$65.86,14.00
3322,SWEETNATURE,$65.85,15.00
3041,SENOR RICO,$65.75,51.00
1764,KEEBLER VIENNA FINGERS,$65.63,17.00
231,BAN,$65.47,11.00
1760,KEEBLER SOFT BATCH,$65.43,17.00
71,ALCON,$65.04,6.00
1502,HAY MAKER,$64.95,5.00
2966,SANTA RITA,$64.95,5.00
416,BOONESHINE,$64.95,5.00
327,BIBIGO,$64.90,10.00
3352,TANDOOR CHEF,$64.87,13.00
890,DA LUCA,$64.87,13.00
1123,EURO CLASSIC IMPORTS,$64.87,13.00
2377,NO COW,$64.74,26.00
1985,LITTLE HUG,$64.47,13.00
2549,PAULING LABS,$63.96,4.00
2963,SANTA CRISTINA,$63.96,4.00
448,BRAVAZZI,$63.95,5.00
3495,TRU ROOTS,$63.95,11.00
128,ANKER ART,$63.92,8.00
3401,THE KRYSSOS CO,$63.92,8.00
1680,JIFFY POP,$63.68,32.00
2933,SACO,$63.54,6.00
370,BLUE DOG BAKERY,$63.24,6.00
3054,SHARWOODS,$63.08,12.00
2541,PASOS CREEK,$62.97,3.00
3530,TYKU,$62.97,3.00
1437,GREAT DIVIDE,$62.93,7.00
2993,SCHOFFERHOFER,$62.93,7.00
3239,STEVENS,$62.93,7.00
1477,HAMMONS,$62.91,9.00
636,CELTIC SEA SALT,$62.91,9.00
515,BUTCHER'S BLOCK,$62.82,18.00
2162,MIGHTY MUSCADINE,$62.82,18.00
1232,FOUNDATION FITNESS,$62.79,21.00
3640,WEBER,$62.73,17.00
2941,SALADA,$61.94,16.00
3695,WISE MAN,$61.94,6.00
1478,HAMMS,$61.90,10.00
1285,FUNKAWAY,$61.90,10.00
2001,LOOZA,$61.86,14.00
776,COLMANS,$61.43,13.00
882,CUREL,$61.11,11.00
974,DIRTY POTATO CHIPS,$61.09,41.00
3110,SKINNY PASTA,$61.02,18.00
767,COLACE,$60.91,5.00
336,BIOFREEZE,$60.61,5.00
472,BROOKE BOND,$60.46,10.00
3347,TAKIS,$60.39,11.00
3324,SWEETWATER BREWING,$60.00,30.00
3597,VILLA MARIA,$59.97,3.00
1133,EVOLUTION,$59.97,3.00
1247,FRATELLI MANTOVA,$59.96,4.00
3662,WHIPLASH,$59.96,4.00
3263,STUDIO,$59.96,4.00
427,BOTA BRICK,$59.95,5.00
1937,LEFFE,$59.94,6.00
194,AUSTIN EASTCIDERS,$59.94,6.00
2554,PEAK,$59.94,6.00
306,BELLE AMBIANCE,$59.94,6.00
1116,ESSENTIAL LIVING FOODS,$59.92,8.00
2597,PET QWERKS,$59.92,8.00
3740,YUBAN,$59.90,10.00
2728,PURE FLAVOR,$59.88,12.00
2127,MELT,$59.88,12.00
1782,KELLOGGS HONEY SMACKS,$59.88,12.00
3535,UH OH,$59.88,12.00
605,CASA VISCO,$59.85,15.00
676,CHEESECAKE FACTORY,$59.85,15.00
1783,KELLOGGS KRAVE,$59.75,13.00
1026,DRY IDEA,$59.65,11.00
122,ANDY CAPPS,$59.40,60.00
3409,THE PIONEER WOMAN,$59.35,15.00
1114,ESPRIT DE LIBERTE,$59.33,17.00
1711,JOY,$59.29,21.00
1109,EOS,$59.16,18.00
2757,PURINA WHISKER LICKINS,$59.13,23.00
3078,SILVERADO,$58.99,1.00
1733,KALI HART,$58.98,2.00
1356,GILLETTE SERIES,$58.91,19.00
783,COMET,$58.89,59.00
3225,STATIC GUARD,$58.87,13.00
1009,DR. PEPPER,$58.41,49.00
3755,ZEST,$58.40,20.00
800,CONTADINA,$58.37,13.00
2278,MUSCLE MAC,$58.29,21.00
839,CP AUTHENIC ASIA,$58.23,18.00
2427,OFF THE GRID,$58.19,11.00
1319,GASCON,$57.98,2.00
3387,THE BAR,$57.84,16.00
3556,V VAPODROPS,$57.27,23.00
8,2000 FLUSHES,$57.05,15.00
2634,PITHY,$56.97,3.00
3117,SKYFALL VINEYARD,$56.97,3.00
745,CLINE,$56.97,3.00
1697,JOHNSONS BABY,$56.74,10.00
705,CHOCOLATE TOAST CRUNCH,$56.57,13.00
901,DAMP RID,$56.55,11.00
69,ALBANESE,$56.49,21.00
1735,KA-ME,$56.45,15.00
382,BOAR'S HEAD,$56.43,7.00
2484,ORS,$56.35,13.00
1372,GLASS PLUS,$56.32,18.00
893,DAILYS,$56.00,14.00
1164,FAUSTINO,$55.98,2.00
624,CAVICCHIOLI,$55.96,4.00
2005,LOST ANGEL,$55.96,4.00
2156,MIDDLE SISTER,$55.96,4.00
2097,MASCIARELLI,$55.96,4.00
1078,EFFIES HOMEMADE,$55.93,7.00
769,COLD EEZE,$55.92,8.00
1874,KUHNE,$55.77,13.00
1275,FRUITLOVE,$55.77,33.00
2569,PENNANT,$55.59,21.00
3552,V INHALER,$55.36,8.00
2523,PANNI,$55.34,10.00
3082,SIMILASAN,$55.15,5.00
2769,QUAKER ORGANIC,$55.05,13.00
694,CHILDRESS VINEYARDS,$54.95,5.00
3165,SOMETHING SWEET,$54.93,7.00
494,BUD SAUCE,$54.89,11.00
3259,STRONG ROOTS,$54.89,11.00
2517,PALMINI,$54.89,11.00
3007,SCOTT,$54.79,19.00
1684,JJS,$54.39,111.00
2419,ODANG,$54.31,9.00
1753,KEEBLER COUNTRY STYLE,$54.06,14.00
1302,GAME OF THRONES WINE,$53.99,1.00
2235,MOUNT VEEDER,$53.99,1.00
2031,LUKE WINE,$53.98,2.00
3020,SEA SUN,$53.98,2.00
3688,WILLAMETTE VALLEY,$53.98,2.00
2300,NATIERRA,$53.94,6.00
2684,PRANA,$53.91,9.00
321,BETTER BODY FOODS,$53.91,9.00
2551,PB CRAVE,$53.91,9.00
2795,RAISED AND ROOTED,$53.91,9.00
446,BRASWELLS SELECT,$53.88,12.00
1411,GOOD HUMOR,$53.86,10.00
1322,G E,$53.62,8.00
2266,MUIR GLEN,$53.43,27.00
1571,HOOTERS,$53.35,11.00
2674,POST OREO OS,$53.28,12.00
207,AZTECA,$53.22,18.00
3671,WHITE RAIN,$53.06,30.00
3739,YOWIE,$53.01,19.00
461,BRIGHT & EARLY,$52.70,40.00
1867,KRETSCHMAR,$52.61,9.00
547,CALYPSO,$52.15,35.00
1820,KILLIANS,$51.95,5.00
548,CAMBOZOLA,$51.92,8.00
2157,MIDDLETON,$51.90,10.00
939,DELMONICOS,$51.87,13.00
184,AUDUBON,$51.87,7.00
205,AYR,$51.81,13.00
3624,WACKY MAC,$51.74,26.00
1582,HOT KID,$51.62,18.00
3718,WRIGLEY'S EXTRA,$51.53,17.00
346,BITTEN,$51.48,12.00
3391,THE CROSSINGS,$50.97,3.00
1631,ISLAND,$50.97,3.00
130,ANNA DE CODORNIU,$50.97,3.00
1161,FAT BASTARD,$50.97,3.00
1070,ECOTOOLS,$50.94,6.00
789,COMPOUND W,$50.39,5.00
2395,NOW & LATER,$50.03,17.00
666,CHATEAU SMITH,$49.98,2.00
3412,THE STAG,$49.98,2.00
825,CORONA PREMIER,$49.98,2.00
2086,MARTIN CODAX,$49.98,2.00
171,ASSORTED,$49.98,2.00
3707,WOODCHUCK,$49.95,5.00
1236,FOXHORN,$49.95,5.00
111,AMSTEL LIGHT,$49.95,5.00
805,COOKIN' GOOD,$49.95,5.00
3710,WORTHINGTON,$49.90,10.00
3498,TRUE MADE FOODS,$49.90,10.00
2215,MONTCHEVRE,$49.89,11.00
49,ADOLPH,$49.78,12.00
3218,STARKIST LUNCH TO GO,$49.75,25.00
2126,MELLO YELLO ZERO,$49.41,9.00
3127,SMART SWEETS,$49.27,13.00
258,BARNUMS ANIMALS,$49.16,24.00
474,BROOKLYN BITES,$48.93,7.00
3568,VANISH,$48.86,14.00
2773,QUANTUM HEALTH,$48.85,5.00
2339,NESCAFE,$48.31,7.00
1503,HAYES STAR,$48.30,14.00
2683,POWERBAR,$48.26,24.00
2072,MARGARET HOLMES PEANUT PATCH,$48.25,33.00
1039,DUNCAN HINES CREAMY HOMESTYLE,$48.09,21.00
1498,HARTZ,$48.02,10.00
2099,MASO CANALI,$47.98,2.00
2409,O REILLYS,$47.97,3.00
2264,MUD HOUSE,$47.97,3.00
2907,ROSENBORG,$47.94,6.00
2576,PEPPER WORKS,$47.92,8.00
1991,LOFTHOUSE,$47.90,10.00
2596,PET ICE CREAM,$47.88,12.00
1858,KOOL AID SINGLES,$47.88,12.00
530,CACKALACKY,$47.69,13.00
1392,GOLD MEDAL,$47.64,16.00
923,DE NIGRIS,$47.61,9.00
2194,MISTER MUSTARD,$47.56,20.00
279,BEANO,$47.52,8.00
3042,SENORIAL,$47.46,46.00
3201,SPRAYCO,$47.36,34.00
3329,SWISHER,$47.27,43.00
452,BREATH SAVERS,$47.00,20.00
2495,OSTEO BI FLEX,$46.98,2.00
1349,GILLETTE FOAMY,$46.83,19.00
1251,FREEMAN,$46.63,13.00
753,COASTAL NURSERY,$45.98,2.00
1545,HIMALANIA,$45.96,4.00
1027,DUBBLE BUBBLE,$45.95,15.00
1543,HILLS BROTHERS,$45.37,13.00
1015,DREAM PRETZELS PRESSELS,$45.37,13.00
2649,POLIGRIP,$45.23,7.00
718,CITRACAL,$45.07,3.00
1757,KEEBLER GRIPZ,$44.99,7.00
259,BARONE FINI,$44.97,3.00
262,BARTON AND GUESTIER,$44.97,3.00
546,CALTRATE 600 + D,$44.97,3.00
2458,OMMEGANG,$44.96,4.00
1633,ISLAND COASTAL,$44.95,5.00
914,DARK HORSE,$44.95,5.00
3550,V AND V SUPREMO,$44.91,9.00
1416,GOOD TO GO,$44.90,10.00
2821,RED FORK,$44.49,17.00
1289,G E HOUSE AND GARDEN,$44.49,11.00
2936,SAFEGUARD,$44.45,13.00
1954,LEVI GARRETT,$44.34,6.00
2679,POST SOUR PATCH KIDS,$44.30,10.00
837,COUSINO MACUL,$43.98,2.00
3413,THE UNKNOWN,$43.96,4.00
2049,MAGIC HAT BREWERY,$43.96,4.00
344,BISCOS,$43.92,8.00
3604,VIRGINIA BRAND,$43.89,11.00
541,CALHOUN BEND MILL,$43.89,11.00
2808,REACH,$43.75,25.00
2710,PROFRESHIONALS,$43.62,8.00
1301,GAME,$43.56,44.00
3512,TUM E YUMMIES,$43.56,44.00
663,CHARMS,$43.46,14.00
944,DENTEK,$43.19,5.00
1213,FOCO,$43.11,31.00
740,CLEARASIL,$43.05,5.00
2617,PICKAPEPPA,$43.01,9.00
820,CORE KITCHEN,$42.93,7.00
1840,KITCHENS OF INDIA,$42.88,14.00
3300,SUNSTAR G U M,$42.85,13.00
2643,PLUM,$42.70,10.00
838,COW TALES,$42.65,13.00
3453,TOLERANT,$42.32,8.00
2357,NEW YORK BAKERY,$42.30,10.00
3678,WHOPPERS,$42.02,34.00
3394,DREAMING TREE,$41.98,2.00
145,AQUAHYDRATE,$41.98,22.00
1137,EXCELSIOR,$41.97,3.00
357,BLACKWING MEATS,$41.94,6.00
3652,WEST BAY,$41.94,6.00
3359,TASTY,$41.93,7.00
2639,PLAX,$41.93,7.00
571,CAPITAL DISTRIBUTING,$41.93,7.00
3745,ZAK,$41.92,8.00
2344,NESTLE MEDIA CREMA,$41.79,21.00
2989,SCHICK QUATTRO,$41.76,4.00
2061,MANCINI,$41.69,11.00
3510,TRY ME,$41.62,14.00
3305,SURE,$41.58,14.00
2334,NEILMED,$41.57,3.00
2948,SALON GRAFIX,$41.38,6.00
347,BLACK & MILD,$41.33,7.00
2991,SCHMIDTS,$41.24,6.00
1290,G E LONGER LIFE,$41.16,4.00
2922,RUSK,$41.13,3.00
3365,TAYLORS PRIDE,$40.95,5.00
1685,J L KRAFT,$40.88,12.00
1442,GREEN AND BLACKS,$40.59,11.00
430,BOUDREAUXS,$40.45,5.00
2272,MURPHY,$40.35,11.00
2358,NEW YORK BRAND,$40.24,24.00
3356,TARN X,$40.03,7.00
1522,HERB-OX,$40.02,18.00
59,AIR HEADS,$39.99,31.00
1664,JDONAIR,$39.98,2.00
359,BLANC DE BLEU,$39.98,2.00
3504,TRULY SPIKED,$39.96,4.00
843,CRAFTERS,$39.96,4.00
1248,FRE,$39.96,4.00
589,CAROLINA BREWING,$39.96,4.00
1075,EDWARD TEACH BREWING,$39.96,4.00
473,BROOKLYN,$39.96,4.00
3195,SPINATOS,$39.95,5.00
1049,DUTCH APRON,$39.95,5.00
3395,FIELD ROAST,$39.95,5.00
2221,MOOSEHEAD,$39.95,5.00
2440,OLD MILWAUKEE,$39.95,5.00
1140,F WHITLOCK AND SONS,$39.90,10.00
3059,SHIRLEYS,$39.90,10.00
3538,UNCLE MATTS,$39.90,10.00
690,CHI,$39.57,3.00
2293,NAKED WILD HONEY,$39.45,5.00
1527,HERPECIN,$39.13,7.00
3709,WORLD HARBORS,$39.00,10.00
2295,NAPA CELLARS,$38.99,1.00
2664,POPULAR SCIENCE,$38.97,3.00
3337,T-FAL,$38.97,3.00
2009,LOU ANA,$38.94,6.00
2546,PATH OF LIFE,$38.91,9.00
1145,FABULOUS HOME,$38.87,13.00
3046,SESAME STREET,$38.72,8.00
3752,ZEGERID,$38.69,3.00
854,CREME OF NATURE,$38.64,6.00
1689,JOHN BOY AND BILLY GRILLIN SAUCE,$38.60,10.00
711,CIBA,$38.38,2.00
3281,SUN BIRD,$38.13,15.00
1172,FETZER ANTHONYS HILL,$37.98,2.00
2096,MASCHIO,$37.98,2.00
858,CRISPIN,$37.98,2.00
665,CHATEAU SAINT SULPICE,$37.98,2.00
2875,RISING SUN FARMS,$37.97,3.00
1731,KAFFREE ROMA,$37.96,4.00
251,BARE,$37.81,19.00
1224,FOREIGN CANDY CO,$37.07,23.00
1638,ITÃ‚Â’S A 10,$36.98,2.00
619,CAT WALK,$36.78,2.00
566,CANTU,$36.67,5.00
1690,JOHN COPES,$36.64,16.00
295,BEISTLE,$36.39,11.00
1243,FRANKS,$36.30,16.00
1702,JON DONAIRE,$35.98,2.00
3455,TOMMASI,$35.98,2.00
1185,FIRE ROAD,$35.98,2.00
3219,STARLING CASTLE,$35.97,3.00
756,COBRAM ESTATE,$35.97,3.00
1053,DUVEL,$35.97,3.00
526,CABARRUS BREWING CO,$35.96,4.00
1660,JARLSBERG,$35.96,4.00
3055,SHEILA G BRANDS INC,$35.92,8.00
1281,FUMARNOS,$35.92,8.00
3639,WD-40,$35.91,9.00
195,AUSTINS,$35.88,12.00
945,DENTYNE,$35.87,9.00
1316,GARNIER NUTRISSE,$35.86,4.00
2412,OAK FARMS,$35.82,18.00
2671,POST HONEY MAID,$35.72,8.00
3585,VIACTIV,$35.56,4.00
2066,MANTOVA,$35.45,5.00
70,ALBERTO VO5,$35.12,28.00
3243,STICKY FINGERS RIBHOUSE,$35.09,11.00
1678,JIF POWER UPS,$35.05,9.00
2702,PRISONER WINE,$34.99,1.00
3066,SIDURI,$34.99,1.00
723,CLAIROL NATURAL INSTINCTS,$34.96,4.00
3616,VIVALDI,$34.95,5.00
2555,PEANUT BUTTER & CO,$34.95,5.00
3548,URICALM,$34.95,5.00
3073,SIGNATURE,$34.95,5.00
1784,KELLOGGS MUESLIX,$34.93,7.00
814,COORS NA,$34.93,7.00
3307,SURF SWEETS,$34.86,14.00
2286,MYLICON,$34.81,5.00
3726,YES TO,$34.73,9.00
1240,FRANCOS,$34.68,12.00
2480,ORGANICVILLE,$34.32,8.00
773,COLES TROUT,$34.19,5.00
3458,TONNINO,$34.16,4.00
3012,SCRUB DADDY,$34.12,8.00
2004,LOS VASCOS,$33.98,2.00
1291,G E MISER,$33.95,5.00
3392,THE DECORATED COOKIE,$33.83,17.00
3670,WHITE OWL,$33.66,34.00
424,BOSTON,$33.57,3.00
2929,S AND B,$33.45,9.00
2564,PEDIGREE MARRO BONE,$33.33,7.00
1980,LISTERINE POCKETPAKS,$33.12,18.00
480,BLUEPRINT,$32.97,3.00
1622,INNIS & GUNN,$32.97,3.00
3102,SISTEMA,$32.97,3.00
2442,OLD NORTH STATE WINERY,$32.97,3.00
582,CARLSBERG,$32.94,6.00
331,BIG TREE,$32.94,6.00
1168,FERRARA PAN RED HOTS,$32.94,12.00
1339,GERM X,$32.89,11.00
3318,SWEET SUE,$32.89,11.00
1440,GRECIAN DELIGHT,$32.89,11.00
736,CLEAN WORKS,$32.32,8.00
823,CORN NUTS,$32.06,14.00
164,ARSONIST,$31.99,1.00
612,CASK & BARREL,$31.98,2.00
3564,VALENTIN BIANCHI,$31.98,2.00
1219,FOLONARI,$31.98,2.00
719,C K MONDAVI,$31.98,2.00
797,CONDE NAST,$31.96,4.00
983,DOCS DRAFT,$31.96,4.00
2862,RICE SELECT,$31.96,4.00
1763,KEEBLER VANILLA WAFERS,$31.92,8.00
3656,WESTERN OUTDOOR,$31.85,5.00
1360,GILLETTE,$31.77,3.00
1011,DRAMAMINE,$31.47,5.00
14,3M NEXCARE,$31.45,5.00
3035,SEGHESIO FAMILY VINEYARDS,$30.99,1.00
3198,SPONGE BOB,$30.94,26.00
3464,TOPO CHICO,$30.94,26.00
3497,TRUE FABRICATIONS,$30.92,8.00
2026,LUCKY,$30.78,31.00
3567,VAN DER HAGEN,$30.73,7.00
1838,KITCHEN BOUQUET,$30.60,8.00
3107,SKIN BRACER,$30.54,6.00
3065,SIDRAL MUNDET,$30.48,24.00
1789,KELLOGGS RICE KRISPIES TREATS,$30.43,5.00
2329,NAUZENE,$30.36,4.00
1691,JOHN FRIEDA,$30.17,3.00
2526,PAPER MATE,$30.14,8.00
557,CAMPHO PHENIQUE,$30.02,6.00
2166,MIKES HARD,$30.00,10.00
389,BODDINGTONS,$30.00,12.00
995,DORSAY,$29.98,2.00
564,CANOE RIDGE VINEYARD,$29.98,2.00
40,ACACIA,$29.98,2.00
1326,GENERAL ELEC,$29.98,2.00
412,BONNY,$29.98,2.00
3431,TIGI,$29.98,2.00
2783,RACCONTO,$29.97,3.00
2879,RIUNITE,$29.97,3.00
2587,PERONI NASTRO AZZURRO,$29.97,3.00
3203,SPRING RIVER FARMS,$29.95,5.00
1613,IF YOU CARE,$29.94,6.00
2709,PROFESSIONAL BIGSEXYHAIR,$29.85,5.00
1241,FRANKFORD,$29.75,25.00
2181,MINUTE,$29.74,6.00
2893,ROLAIDS,$29.74,6.00
144,AQUAFRESH,$29.70,10.00
1154,FARBERWARE,$29.54,6.00
1069,ECO STYLER,$29.49,9.00
241,BANTAM PANCAKES,$29.34,6.00
3690,WILLIAMS,$29.31,9.00
314,BENGAY,$29.21,5.00
2335,NELLIE & JOES,$29.20,6.00
3522,TWISTED RANCH,$29.13,7.00
65,AL DENTE,$29.00,6.00
2658,PONZI,$28.99,1.00
877,CUISINART,$28.97,3.00
1833,KISS NAIL,$28.82,4.00
3424,THREE MUSKETEERS,$28.74,22.00
2502,OXY,$28.73,5.00
961,DIAMOND COSMETICS,$28.71,29.00
1424,GORILLA GLUE,$28.45,5.00
1175,FIBERCON,$28.38,2.00
2812,REAL TECHNIQUES,$28.26,4.00
1941,LEGAL REMEDY,$27.98,2.00
992,DONA PAULA,$27.98,2.00
3375,TERRAZAS,$27.98,2.00
2240,MOUTON CADET,$27.98,2.00
285,BEAULIEU VINEYARD,$27.98,2.00
3433,TILIA,$27.98,2.00
1738,KANK A,$27.96,4.00
2323,NATURES KITCHEN,$27.96,4.00
3448,TOBLERONE,$27.96,4.00
284,BEATBOX BEVERAGES,$27.93,7.00
2092,MARUKAN,$27.92,8.00
1704,JONNY CAT,$27.77,7.00
2890,ROHTO,$27.76,4.00
2923,RUSK SENSORIES CALM,$27.74,2.00
3057,SHENANDOAH GROWERS,$27.72,28.00
765,COKE LIFE,$27.45,5.00
3547,URBANE GRAIN,$27.40,6.00
2025,LUCKS HEARTY STYLE,$27.39,15.00
113,ANBESOL,$27.26,4.00
1177,FIGARO,$27.25,17.00
1090,ELMERS,$27.19,11.00
441,BRADSHAW,$27.12,8.00
2446,OLD SOUTH,$27.12,8.00
2694,PRESTIGE LIP CONCENTRATE,$27.09,21.00
3092,SIMPLY ORGANIC,$27.04,16.00
1017,DREAMFIELDS,$27.01,9.00
2722,PULPOLOCO,$27.00,9.00
1875,KULETO ESTATE,$26.99,1.00
2849,RENAISSANCE ROSE,$26.99,1.00
1876,KUNDE,$26.99,1.00
653,CHAMPS DE ROSE,$26.99,1.00
930,DEEP STEEP,$26.97,3.00
48,ADCRAFT,$26.96,4.00
1221,FOODSTIRS,$26.95,5.00
2112,MAYBELLINE MOISTURE EXTREME,$26.94,6.00
681,CHEF PAUL PRUDHOMMES,$26.75,5.00
2197,MITCHELL,$26.58,12.00
3130,SMART SWEETS,$26.53,7.00
991,DONA MARIA,$26.40,6.00
2581,PEPSODENT,$26.18,22.00
1321,GAVISCON,$26.04,2.00
471,BRONNER BROS,$26.03,5.00
1160,FARNESE,$25.98,2.00
3405,THE MANE CHOICE,$25.98,2.00
3169,SOOTHE,$25.98,2.00
3249,STONEMILL KITCHENS,$25.98,2.00
2231,MOTORMAX,$25.98,2.00
2303,NATRACARE,$25.92,4.00
